starting_layer,layers_to_prune,similarity,metric
0,1,0.586237907409668,cosine
0,1,0.5551766157150269,angular
0,1,0.3567565679550171,custom
0,1,0.5444016456604004,cubic
0,1,0.3490311801433563,exp
0,2,0.5239512324333191,cosine
0,2,0.5152536630630493,angular
0,2,0.31003713607788086,custom
0,2,0.5120031237602234,cubic
0,2,0.28981804847717285,exp
0,3,0.5193122625350952,cosine
0,3,0.5122976303100586,angular
0,3,0.3066835403442383,custom
0,3,0.5096705555915833,cubic
0,3,0.28569602966308594,exp
0,4,0.5170109868049622,cosine
0,4,0.5108315944671631,angular
0,4,0.3050258755683899,custom
0,4,0.5085153579711914,cubic
0,4,0.28366541862487793,exp
0,5,0.5204362869262695,cosine
0,5,0.5130137205123901,angular
0,5,0.307494580745697,custom
0,5,0.5102351903915405,cubic
0,5,0.286691278219223,exp
0,6,0.524038553237915,cosine
0,6,0.5153093338012695,angular
0,6,0.31010037660598755,custom
0,6,0.5120470523834229,cubic
0,6,0.2898959517478943,exp
0,7,0.5268797278404236,cosine
0,7,0.5171204805374146,angular
0,7,0.3121626377105713,custom
0,7,0.5134787559509277,cubic
0,7,0.29243987798690796,exp
0,8,0.5260570645332336,cosine
0,8,0.5165959596633911,angular
0,8,0.3115648627281189,custom
0,8,0.513063907623291,cubic
0,8,0.2917017340660095,exp
0,9,0.5279276371002197,cosine
0,9,0.5177885293960571,angular
0,9,0.3129248023033142,custom
0,9,0.5140073895454407,cubic
0,9,0.29338178038597107,exp
0,10,0.5276570916175842,cosine
0,10,0.5176160335540771,angular
0,10,0.3127279281616211,custom
0,10,0.5138708353042603,cubic
0,10,0.29313838481903076,exp
0,11,0.5228320360183716,cosine
0,11,0.514540433883667,angular
0,11,0.3092265725135803,custom
0,11,0.5114398002624512,cubic
0,11,0.2888200581073761,exp
0,12,0.5204225778579712,cosine
0,12,0.5130050182342529,angular
0,12,0.3074846863746643,custom
0,12,0.5102283358573914,cubic
0,12,0.28667914867401123,exp
0,13,0.5215317010879517,cosine
0,13,0.51371169090271,angular
0,13,0.3082859516143799,custom
0,13,0.5107858180999756,cubic
0,13,0.28766337037086487,exp
0,14,0.5194981098175049,cosine
0,14,0.5124160051345825,angular
0,14,0.30681753158569336,custom
0,14,0.5097638964653015,cubic
0,14,0.28586041927337646,exp
0,15,0.5164387822151184,cosine
0,15,0.5104671716690063,angular
0,15,0.3046143651008606,custom
0,15,0.5082282423973083,cubic
0,15,0.2831619083881378,exp
0,16,0.5130969285964966,cosine
0,16,0.5083386898040771,angular
0,16,0.302215576171875,custom
0,16,0.5065529346466064,cubic
0,16,0.28023308515548706,exp
0,17,0.5102991461753845,cosine
0,17,0.5065571069717407,angular
0,17,0.3002137541770935,custom
0,17,0.5051518082618713,cubic
0,17,0.27779603004455566,exp
0,18,0.5127359628677368,cosine
0,18,0.5081088542938232,angular
0,18,0.30195701122283936,custom
0,18,0.5063720941543579,cubic
0,18,0.2799178957939148,exp
0,19,0.502970814704895,cosine
0,19,0.5018913149833679,angular
0,19,0.29499703645706177,custom
0,19,0.5014854669570923,cubic
0,19,0.2714768350124359,exp
0,20,0.5047093629837036,cosine
0,20,0.5029981136322021,angular
0,20,0.29623109102249146,custom
0,20,0.5023549199104309,cubic
0,20,0.2729676067829132,exp
0,21,0.505068838596344,cosine
0,21,0.5032269954681396,angular
0,21,0.2964865565299988,custom
0,21,0.5025346279144287,cubic
0,21,0.27327650785446167,exp
0,22,0.5052629113197327,cosine
0,22,0.5033504962921143,angular
0,22,0.29662448167800903,custom
0,22,0.5026317238807678,cubic
0,22,0.2734433710575104,exp
0,23,0.5034337639808655,cosine
0,23,0.5021860599517822,angular
0,23,0.29532545804977417,custom
0,23,0.5017169713973999,cubic
0,23,0.2718733549118042,exp
0,24,0.5012747049331665,cosine
0,24,0.5008115172386169,angular
0,24,0.2937951683998108,custom
0,24,0.5006373524665833,cubic
0,24,0.2700274586677551,exp
0,25,0.5006467700004578,cosine
0,25,0.5004117488861084,angular
0,25,0.2933506965637207,custom
0,25,0.5003234148025513,cubic
0,25,0.26949211955070496,exp
0,26,0.4985593855381012,cosine
0,26,0.49908286333084106,angular
0,26,0.2918752431869507,custom
0,26,0.4992796778678894,cubic
0,26,0.2677173316478729,exp
0,27,0.4951160252094269,cosine
0,27,0.49689072370529175,angular
0,27,0.289448082447052,custom
0,27,0.49755775928497314,cubic
0,27,0.26480576395988464,exp
0,28,0.49803072214126587,cosine
0,28,0.4987463355064392,angular
0,28,0.29150211811065674,custom
0,28,0.49901533126831055,cubic
0,28,0.2672690153121948,exp
0,29,0.494838148355484,cosine
0,29,0.4967138171195984,angular
0,29,0.2892525792121887,custom
0,29,0.4974187910556793,cubic
0,29,0.2645716965198517,exp
0,30,0.49605968594551086,cosine
0,30,0.4974914789199829,angular
0,30,0.2901124954223633,custom
0,30,0.4980297386646271,cubic
0,30,0.2656017243862152,exp
0,31,0.49639663100242615,cosine
0,31,0.49770599603652954,angular
0,31,0.2903497815132141,custom
0,31,0.4981982111930847,cubic
0,31,0.26588624715805054,exp
0,32,0.49615639448165894,cosine
0,32,0.4975530505180359,angular
0,32,0.2901805639266968,custom
0,32,0.4980780780315399,cubic
0,32,0.2656833529472351,exp
0,33,0.49628347158432007,cosine
0,33,0.4976339340209961,angular
0,33,0.2902700901031494,custom
0,33,0.49814164638519287,cubic
0,33,0.2657906711101532,exp
0,34,0.4981089234352112,cosine
0,34,0.49879610538482666,angular
0,34,0.29155731201171875,custom
0,34,0.4990544617176056,cubic
0,34,0.26733532547950745,exp
0,35,0.49631041288375854,cosine
0,35,0.4976511001586914,angular
0,35,0.29028910398483276,custom
0,35,0.4981551170349121,cubic
0,35,0.2658134400844574,exp
0,36,0.49844396114349365,cosine
0,36,0.499009370803833,angular
0,36,0.2917937636375427,custom
0,36,0.4992219805717468,cubic
0,36,0.26761943101882935,exp
0,37,0.49896174669265747,cosine
0,37,0.4993390440940857,angular
0,37,0.29215943813323975,custom
0,37,0.49948087334632874,cubic
0,37,0.2680588364601135,exp
0,38,0.49933063983917236,cosine
0,38,0.49957388639450073,angular
0,38,0.29242008924484253,custom
0,38,0.4996653199195862,cubic
0,38,0.26837223768234253,exp
0,39,0.500356137752533,cosine
0,39,0.5002267360687256,angular
0,39,0.2931451201438904,custom
0,39,0.5001780986785889,cubic
0,39,0.26924461126327515,exp
0,40,0.5017622709274292,cosine
0,40,0.5011218786239624,angular
0,40,0.29414039850234985,custom
0,40,0.5008811354637146,cubic
0,40,0.2704436182975769,exp
0,41,0.5029597282409668,cosine
0,41,0.5018842220306396,angular
0,41,0.2949891686439514,custom
0,41,0.5014799237251282,cubic
0,41,0.2714674174785614,exp
0,42,0.49982091784477234,cosine
0,42,0.49988603591918945,angular
0,42,0.29276663064956665,custom
0,42,0.49991047382354736,cubic
0,42,0.2687890827655792,exp
0,43,0.5004881024360657,cosine
0,43,0.5003107786178589,angular
0,43,0.29323846101760864,custom
0,43,0.5002440810203552,cubic
0,43,0.26935696601867676,exp
0,44,0.5010402798652649,cosine
0,44,0.5006622672080994,angular
0,44,0.29362916946411133,custom
0,44,0.5005201697349548,cubic
0,44,0.2698275148868561,exp
0,45,0.500694990158081,cosine
0,45,0.5004424452781677,angular
0,45,0.2933847904205322,custom
0,45,0.5003474950790405,cubic
0,45,0.2695331573486328,exp
0,46,0.4992249608039856,cosine
0,46,0.4995065927505493,angular
0,46,0.29234540462493896,custom
0,46,0.4996124804019928,cubic
0,46,0.2682824730873108,exp
0,47,0.49949681758880615,cosine
0,47,0.49967968463897705,angular
0,47,0.29253751039505005,custom
0,47,0.4997484087944031,cubic
0,47,0.2685134708881378,exp
0,48,0.49994105100631714,cosine
0,48,0.4999624490737915,angular
0,48,0.2928515076637268,custom
0,48,0.49997052550315857,cubic
0,48,0.26889127492904663,exp
0,49,0.4988482594490051,cosine
0,49,0.4992668032646179,angular
0,49,0.29207926988601685,custom
0,49,0.49942412972450256,cubic
0,49,0.2679624855518341,exp
0,50,0.5004245638847351,cosine
0,50,0.5002702474594116,angular
0,50,0.293193519115448,custom
0,50,0.5002122521400452,cubic
0,50,0.2693028450012207,exp
0,51,0.5010929703712463,cosine
0,51,0.5006958246231079,angular
0,51,0.2936664819717407,custom
0,51,0.5005464553833008,cubic
0,51,0.2698724567890167,exp
0,52,0.4998425543308258,cosine
0,52,0.4998997449874878,angular
0,52,0.29278188943862915,custom
0,52,0.4999212622642517,cubic
0,52,0.26880747079849243,exp
0,53,0.5005447268486023,cosine
0,53,0.5003467798233032,angular
0,53,0.29327845573425293,custom
0,53,0.5002723336219788,cubic
0,53,0.26940518617630005,exp
0,54,0.5019116401672363,cosine
0,54,0.5012170076370239,angular
0,54,0.29424625635147095,custom
0,54,0.5009558200836182,cubic
0,54,0.27057117223739624,exp
0,55,0.5021499395370483,cosine
0,55,0.5013687014579773,angular
0,55,0.29441511631011963,custom
0,55,0.5010749697685242,cubic
0,55,0.27077481150627136,exp
0,56,0.5009708404541016,cosine
0,56,0.5006181001663208,angular
0,56,0.29357999563217163,custom
0,56,0.5004854202270508,cubic
0,56,0.2697683274745941,exp
0,57,0.4958486557006836,cosine
0,57,0.4973571300506592,angular
0,57,0.28996384143829346,custom
0,57,0.49792417883872986,cubic
0,57,0.26542359590530396,exp
0,58,0.4939323365688324,cosine
0,58,0.4961370825767517,angular
0,58,0.28861570358276367,custom
0,58,0.4969657361507416,cubic
0,58,0.26380956172943115,exp
0,59,0.4942300021648407,cosine
0,59,0.49632662534713745,angular
0,59,0.2888249158859253,custom
0,59,0.4971146285533905,cubic
0,59,0.264059841632843,exp
0,60,0.49593573808670044,cosine
0,60,0.4974125623703003,angular
0,60,0.29002517461776733,custom
0,60,0.4979677200317383,cubic
0,60,0.265497088432312,exp
0,61,0.49897676706314087,cosine
0,61,0.49934858083724976,angular
0,61,0.29217004776000977,custom
0,61,0.49948838353157043,cubic
0,61,0.26807159185409546,exp
0,62,0.4981057345867157,cosine
0,62,0.4987940788269043,angular
0,62,0.2915550470352173,custom
0,62,0.49905288219451904,cubic
0,62,0.26733261346817017,exp
0,63,0.49868786334991455,cosine
0,63,0.4991646409034729,angular
0,63,0.2919660210609436,custom
0,63,0.4993439316749573,cubic
0,63,0.2678263783454895,exp
0,64,0.49937283992767334,cosine
0,64,0.49960070848464966,angular
0,64,0.2924498915672302,custom
0,64,0.49968641996383667,cubic
0,64,0.2684080898761749,exp
0,65,0.4989239573478699,cosine
0,65,0.49931496381759644,angular
0,65,0.29213273525238037,custom
0,65,0.49946197867393494,cubic
0,65,0.26802676916122437,exp
0,66,0.49903714656829834,cosine
0,66,0.4993870258331299,angular
0,66,0.29221272468566895,custom
0,66,0.49951857328414917,cubic
0,66,0.2681228816509247,exp
0,67,0.49748703837394714,cosine
0,67,0.49840015172958374,angular
0,67,0.2911185622215271,custom
0,67,0.4987435042858124,cubic
0,67,0.26680850982666016,exp
0,68,0.49850937724113464,cosine
0,68,0.499051034450531,angular
0,68,0.29183995723724365,custom
0,68,0.49925467371940613,cubic
0,68,0.26767489314079285,exp
0,69,0.49816352128982544,cosine
0,69,0.4988308548927307,angular
0,69,0.29159581661224365,custom
0,69,0.4990817606449127,cubic
0,69,0.26738160848617554,exp
0,70,0.5008252859115601,cosine
0,70,0.5005253553390503,angular
0,70,0.29347699880599976,custom
0,70,0.50041264295578,cubic
0,70,0.26964423060417175,exp
0,71,0.4977155327796936,cosine
0,71,0.49854564666748047,angular
0,71,0.291279673576355,custom
0,71,0.4988577365875244,cubic
0,71,0.2670019567012787,exp
0,72,0.49770841002464294,cosine
0,72,0.4985411763191223,angular
0,72,0.29127466678619385,custom
0,72,0.4988541901111603,cubic
0,72,0.26699593663215637,exp
0,73,0.5004727244377136,cosine
0,73,0.500300943851471,angular
0,73,0.29322755336761475,custom
0,73,0.5002363920211792,cubic
0,73,0.26934388279914856,exp
0,74,0.5006117224693298,cosine
0,74,0.5003894567489624,angular
0,74,0.29332590103149414,custom
0,74,0.5003058314323425,cubic
0,74,0.2694621980190277,exp
0,75,0.5052356123924255,cosine
0,75,0.5033330917358398,angular
0,75,0.29660505056381226,custom
0,75,0.5026180744171143,cubic
0,75,0.27341988682746887,exp
0,76,0.5056748390197754,cosine
0,76,0.503612756729126,angular
0,76,0.2969173789024353,custom
0,76,0.5028377771377563,cubic
0,76,0.2737977206707001,exp
0,77,0.5048089027404785,cosine
0,77,0.5030615329742432,angular
0,77,0.29630184173583984,custom
0,77,0.5024046897888184,cubic
0,77,0.2730531394481659,exp
0,78,0.5032395720481873,cosine
0,78,0.5020623803138733,angular
0,78,0.29518765211105347,custom
0,78,0.501619815826416,cubic
0,78,0.2717069685459137,exp
0,79,0.5023524761199951,cosine
0,79,0.5014976263046265,angular
0,79,0.29455864429473877,custom
0,79,0.5011762380599976,cubic
0,79,0.27094796299934387,exp
0,80,0.5007264018058777,cosine
0,80,0.5004624128341675,angular
0,80,0.29340702295303345,custom
0,80,0.5003631711006165,cubic
0,80,0.26955994963645935,exp
1,1,0.746314525604248,cosine
1,1,0.663964033126831,angular
1,1,0.49632805585861206,custom
1,1,0.6530454754829407,cubic
1,1,0.539794385433197,exp
1,2,0.633379340171814,cosine
1,2,0.5859526991844177,angular
1,2,0.3945079445838928,custom
1,2,0.5714353322982788,cubic
1,2,0.3990150988101959,exp
1,3,0.6480492949485779,cosine
1,3,0.5956856608390808,angular
1,3,0.40674567222595215,custom
1,3,0.5805147290229797,cubic
1,3,0.41555577516555786,exp
1,4,0.6031724214553833,cosine
1,4,0.5661568641662598,angular
1,4,0.37005746364593506,custom
1,4,0.5537826418876648,cubic
1,4,0.366446852684021,exp
1,5,0.6117972135543823,cosine
1,5,0.5717791318893433,angular
1,5,0.3769407868385315,custom
1,5,0.5586932301521301,cubic
1,5,0.37554609775543213,exp
1,6,0.6219674348831177,cosine
1,6,0.5784383416175842,angular
1,6,0.385156512260437,custom
1,6,0.5646125078201294,cubic
1,6,0.38647931814193726,exp
1,7,0.6092872619628906,cosine
1,7,0.5701406598091125,angular
1,7,0.3749297857284546,custom
1,7,0.5572541952133179,cubic
1,7,0.37288179993629456,exp
1,8,0.6023694276809692,cosine
1,8,0.5656344890594482,angular
1,8,0.3694204092025757,custom
1,8,0.5533303022384644,cubic
1,8,0.3656076192855835,exp
1,9,0.5899925231933594,cosine
1,9,0.5576049089431763,angular
1,9,0.35968172550201416,custom
1,9,0.5464538931846619,cubic
1,9,0.35284173488616943,exp
1,10,0.5811150670051575,cosine
1,10,0.5518686771392822,angular
1,10,0.3527867794036865,custom
1,10,0.541624903678894,cubic
1,10,0.343877911567688,exp
1,11,0.5679687261581421,cosine
1,11,0.5434046387672424,angular
1,11,0.34270912408828735,custom
1,11,0.5346123576164246,cubic
1,11,0.3308925926685333,exp
1,12,0.5553156733512878,cosine
1,12,0.5352872610092163,angular
1,12,0.3331534266471863,custom
1,12,0.5279963612556458,cubic
1,12,0.31871291995048523,exp
1,13,0.55131995677948,cosine
1,13,0.532728910446167,angular
1,13,0.33016419410705566,custom
1,13,0.5259302854537964,cubic
