starting_layer,layers_to_prune,similarity,metric
0,1,0.5808241963386536,cosine
0,1,0.5516810417175293,angular
0,1,0.3525621294975281,custom
0,1,0.54146808385849,cubic
0,1,0.34358689188957214,exp
0,2,0.5574831366539001,cosine
0,2,0.5366760492324829,angular
0,2,0.33478063344955444,custom
0,2,0.529121458530426,cubic
0,2,0.3207775354385376,exp
0,3,0.5593945980072021,cosine
0,3,0.5379012823104858,angular
0,3,0.33621883392333984,custom
0,3,0.5301163792610168,cubic
0,3,0.3226056396961212,exp
0,4,0.5461138486862183,cosine
0,4,0.5293987989425659,angular
0,4,0.3262892961502075,custom
0,4,0.5232530236244202,cubic
0,4,0.3100469410419464,exp
0,5,0.5355162024497986,cosine
0,5,0.5226293802261353,angular
0,5,0.3184695243835449,custom
0,5,0.5178477168083191,cubic
0,5,0.3002619743347168,exp
0,6,0.5291757583618164,cosine
0,6,0.5185844898223877,angular
0,6,0.31383371353149414,custom
0,6,0.5146375298500061,cubic
0,6,0.2945062220096588,exp
0,7,0.5251709222793579,cosine
0,7,0.5160310864448547,angular
0,7,0.3109216094017029,custom
0,7,0.5126173496246338,cubic
0,7,0.2909081280231476,exp
0,8,0.5262851715087891,cosine
0,8,0.5167413949966431,angular
0,8,0.3117305040359497,custom
0,8,0.5131788849830627,cubic
0,8,0.2919062674045563,exp
0,9,0.5262936353683472,cosine
0,9,0.5167467594146729,angular
0,9,0.31173670291900635,custom
0,9,0.5131831765174866,cubic
0,9,0.2919139266014099,exp
0,10,0.5270299911499023,cosine
0,10,0.5172162055969238,angular
0,10,0.3122718334197998,custom
0,10,0.5135545134544373,cubic
0,10,0.29257479310035706,exp
0,11,0.526456892490387,cosine
0,11,0.5168508291244507,angular
0,11,0.3118553161621094,custom
0,11,0.5132654905319214,cubic
0,11,0.29206031560897827,exp
0,12,0.5267439484596252,cosine
0,12,0.5170338153839111,angular
0,12,0.31206393241882324,custom
0,12,0.513410210609436,cubic
0,12,0.2923178970813751,exp
0,13,0.5265653729438782,cosine
0,13,0.5169199705123901,angular
0,13,0.31193411350250244,custom
0,13,0.5133201479911804,cubic
0,13,0.2921576499938965,exp
0,14,0.5265272855758667,cosine
0,14,0.5168957114219666,angular
0,14,0.31190645694732666,custom
0,14,0.5133009552955627,cubic
0,14,0.2921234667301178,exp
0,15,0.5257995128631592,cosine
0,15,0.5164318084716797,angular
0,15,0.3113778233528137,custom
0,15,0.5129340887069702,cubic
0,15,0.2914709150791168,exp
0,16,0.526148796081543,cosine
0,16,0.5166544914245605,angular
0,16,0.3116315007209778,custom
0,16,0.5131101608276367,cubic
0,16,0.29178404808044434,exp
0,17,0.5261828303337097,cosine
0,17,0.5166761875152588,angular
0,17,0.31165623664855957,custom
0,17,0.513127326965332,cubic
0,17,0.29181453585624695,exp
0,18,0.5262517929077148,cosine
0,18,0.5167201161384583,angular
0,18,0.3117063045501709,custom
0,18,0.5131620764732361,cubic
0,18,0.2918764054775238,exp
0,19,0.526086688041687,cosine
0,19,0.5166148543357849,angular
0,19,0.3115863800048828,custom
0,19,0.5130788683891296,cubic
0,19,0.29172831773757935,exp
0,20,0.526174008846283,cosine
0,20,0.5166705250740051,angular
0,20,0.31164979934692383,custom
0,20,0.5131229162216187,cubic
0,20,0.2918066084384918,exp
0,21,0.5258721709251404,cosine
0,21,0.5164781212806702,angular
0,21,0.3114306330680847,custom
0,21,0.5129707455635071,cubic
0,21,0.29153603315353394,exp
0,22,0.5263120532035828,cosine
0,22,0.5167585015296936,angular
0,22,0.31175005435943604,custom
0,22,0.5131924152374268,cubic
0,22,0.2919304072856903,exp
0,23,0.5258010625839233,cosine
0,23,0.5164327621459961,angular
0,23,0.31137895584106445,custom
0,23,0.5129348635673523,cubic
